SUBJ,CRS #,SEC #,CALL #,SEM HRS,TITLE,DAYS,START TIME,END TIME,BLDG & ROOM #,FACULTY,REMARKS,SECTION TYPE,MODALITY,SESSION,SESS BEGIN,SESS END
KINE,220,1,32492,2,FIRST AID,MW,1230PM,0145PM,MEMG 207,REEVES C,EXHP&KIHS ONLY,,Face to face,,3/13/2024,5/24/2024
KINE,253,1,32494,3,SPORTS & RECREATIONAL ACTIVITIES,MWF,1100AM,1215PM,MEMG 228,SZYMANSKI J,,,Face to face,,3/13/2024,5/24/2024
KINE,254,1,32495,3,YOUTH FITNESS PROGRAMMING,MWF,0930AM,1045AM,MEMG 220,DEAL K,,,Face to face,,3/13/2024,5/24/2024
KINE,280,1,31418,3,DANCE APPRECIATION,MWF,1230PM,0145PM,WOOH 100A,JONES G,,,Face to face,,3/13/2024,5/24/2024
KINE,290,1,31419,3,PERSONAL AND COMMUNITY HEALTH,MWF,1100AM,1215PM,MEMG 220,BOYD R,,,Face to face,,3/13/2024,5/24/2024
KINE,290,2,31420,3,PERSONAL AND COMMUNITY HEALTH,TR,0800AM,0950AM,MEMG 220,SZYMANSKI J,,,Face to face,,3/13/2024,5/24/2024
KINE,292,1,31421,3,PREVENTIVE HEALTH AND WELLNESS,MWF,1100AM,1215PM,MEMG 221,SINGH V,,,Face to face,,3/13/2024,5/24/2024
KINE,292,2,31422,3,PREVENTIVE HEALTH AND WELLNESS,TR,1000AM,1150AM,MEMG 221,SINGH V,,,Face to face,,3/13/2024,5/24/2024
KINE,316,1,31423,3,SPORT AND EXERCISE PSYCHOLOGY,MWF,1100AM,1215PM,MEMG 207,BLAZO J,,,Face to face,,3/13/2024,5/24/2024
KINE,321,1,32497,3,ADVANCED HEALTH COACHING,TR,0200PM,0350PM,MEMG 221,REICHTER A,,,Face to face,,3/13/2024,5/24/2024
KINE,326,1,31424,3,FUNCTIONAL ANATOMY,MWF,0930AM,1045AM,MEMG 207,SINGH V,,,Face to face,,3/13/2024,5/24/2024
KINE,333,1,31425,3,MOTOR LEARNING,TR,0800AM,0950AM,MEMG 207,QIAO M,,,Face to face,,3/13/2024,5/24/2024
KINE,403,1,31427,3,NEURAL BASIS OF MOVEMENT,MWF,0930AM,1045AM,MEMG 221,PARKS A,,,Face to face,,3/13/2024,5/24/2024
KINE,405,1,31428,2,SPORTS MEDICINE AND FIRST AID,MW,0930AM,1045AM,MEMG 228,SMART S,,,Face to face,,3/13/2024,5/24/2024
KINE,406,1,31429,3,HEALTH ASPECTS OF AGING,TR,0200PM,0350PM,MEMG 207,BOYD R,,,Face to face,,3/13/2024,5/24/2024
KINE,407,1,31430,3,EXERCISE PRESCRIPTION,TR,1200PM,0150PM,MEMG 221,XU J,,,Face to face,,3/13/2024,5/24/2024
KINE,408,1,31431,3,PHYSIOLOGY OF EXERCISE,MWF,0800AM,0915AM,MEMG 207,SZYMANSKI D,,,Face to face,,3/13/2024,5/24/2024
KINE,409,1,31432,1,MEASUREMENT OF PHYSIOLOGY VAR,T,1200PM,0150PM,MEMG 228,SZYMANSKI J,,,Face to face,,3/13/2024,5/24/2024
KINE,409,2,31433,1,MEASUREMENT OF PHYSIOLOGY VAR,R,1200PM,0150PM,MEMG 228,SZYMANSKI J,,,Face to face,,3/13/2024,5/24/2024
KINE,410,1,31434,3,SPORT & PHYS FITNESS FACILITIES,TR,1000AM,1150AM,MEMG 220,REEVES C,,,Face to face,,3/13/2024,5/24/2024
KINE,415C,98,31435,3,INTERNSHIP-OFF CAMPUS,TBA,,,MEMG 304,REEVES C,,,Hybrid,,3/13/2024,5/24/2024
KINE,415C,99,31436,3,INTERNSHIP-ON CAMPUS,TBA,,,MEMG 304,REEVES C,,,Hybrid,,3/13/2024,5/24/2024
KINE,415F,98,31437,6,INTERNSHIP-OFF CAMPUS,TBA,,,MEMG 304,REEVES C,,,Hybrid,,3/13/2024,5/24/2024
KINE,415F,99,31438,6,INTERNSHIP-ON CAMPUS,TBA,,,MEMG 304,REEVES C,,,Hybrid,,3/13/2024,5/24/2024
KINE,418,1,31439,3,STRENGTH TRAINING & CONDITIONING,TR,1000AM,1150AM,MEMG 207,XU J,,,Face to face,,3/13/2024,5/24/2024
KINE,423,1,31440,3,BIOMECHANICS,TR,1200PM,0150PM,MEMG 207,QIAO M,,,Face to face,,3/13/2024,5/24/2024
KINE,425,1,31442,1,PRACTICUM: SENIOR ADULTS,TBA,,,,DEAL K,,,Hybrid,,3/13/2024,5/24/2024
KINE,433A,51,31444,1,SPECIAL PROBLEMS IN KINESIOLOGY,MWF,0415PM,0530PM,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,433B,51,31445,2,SPECIAL PROBLEMS IN KINESIOLOGY,MWF,0415PM,0530PM,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,433C,51,31447,3,SPECIAL PROBLEMS IN KINESIOLOGY,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,433C,52,31446,3,DYNAMICS OF PEER LEADERSHIP,TR,1200PM,0150PM,KEEH 337,OWEN A,,,Face to face,,3/13/2024,5/24/2024
KINE,435A,1,31448,1,DIRECTED RESEARCH,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,435B,1,31449,2,DIRECTED RESEARCH,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,435C,1,31450,3,DIRECTED RESEARCH,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,515C,98,31451,3,INTERNSHIP-OFF CAMPUS,TBA,,,MEMG 237,XU J,,,Hybrid,,3/13/2024,5/24/2024
KINE,515C,99,31452,3,INTERNSHIP-ON CAMPUS,TBA,,,MEMG 237,XU J,,,Hybrid,,3/13/2024,5/24/2024
KINE,515F,98,31453,6,INTERNSHIP-OFF CAMPUS,TBA,,,MEMG 237,XU J,,,Hybrid,,3/13/2024,5/24/2024
KINE,515F,99,31454,6,INTERNSHIP-ON CAMPUS,TBA,,,MEMG 237,XU J,,,Hybrid,,3/13/2024,5/24/2024
KINE,528,51,31455,3,ETHICS IN KINESIOLOGY AND SPORT,M,0500PM,0845PM,MEMG 207,REICHTER A,,,Face to face,,3/13/2024,5/24/2024
KINE,530,51,32498,3,PSYCHOPHYSIOLOGY OF SPORT,R,0500PM,0845PM,MEMG 207,PARKS A,,,Face to face,,3/13/2024,5/24/2024
KINE,533A,51,31457,1,PROBLEMS IN KINESIOLOGY/REC/ATHL,MWF,0415PM,0530PM,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,533B,51,31458,2,PROBLEMS IN KINESIOLOGY/REC/ATHL,MWF,0415PM,0530PM,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,533C,51,31459,3,PROBLEMS IN KINESIOLOGY/REC/ATHL,MWF,0415PM,0530PM,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,535A,1,31460,1,DIRECTED RESEARCH,TBA,,,MEMG 302,BLAZO J,,,Hybrid,,3/13/2024,5/24/2024
KINE,535B,1,31461,2,DIRECTED RESEARCH,TBA,,,MEMG 302,BLAZO J,,,Hybrid,,3/13/2024,5/24/2024
KINE,535C,1,31462,3,DIRECTED RESEARCH,TBA,,,MEMG 302,BLAZO J,,,Hybrid,,3/13/2024,5/24/2024
KINE,539,51,31463,3,SPORTS PSYCHOLOGY,W,0500PM,0845PM,MEMG 207,BLAZO J,,,Face to face,,3/13/2024,5/24/2024
KINE,551C,51,31464,3,RESEARCH AND THESIS,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,551F,51,31465,6,RESEARCH AND THESIS,TBA,,,MEMG 205,SZYMANSKI D,,,Hybrid,,3/13/2024,5/24/2024
KINE,585,1,31466,0,COMP EXAM IN KINESIOLOGY,TBA,,,MEMG 308,QIAO M,,,Hybrid,,3/13/2024,5/24/2024
LBAR,389A,1,31467,1,SPECIAL TOPICS,,,,,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
LBAR,389C,51,31469,3,CYBER LAW,R,0530PM,0915PM,GTMH 123,TODD G,,,Face to face,,3/13/2024,5/24/2024
LBAR,435A,1,31471,1,UNDERGRADUATE RESEARCH,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
LBAR,435B,1,31472,2,UNDERGRADUATE RESEARCH,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
LBAR,435C,1,31473,3,UNDERGRADUATE RESEARCH,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
LBAR,489C,1,31475,3,SPECIAL TOPICS,TBA,,,,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
LBAR,503A,1,31476,1,SPECIAL PROBLEMS,TBA,,,GTMH 104,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,503B,1,31477,2,SPECIAL PROBLEMS,TBA,,,GTMH 104,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,503C,1,31478,3,SPECIAL PROBLEMS,TBA,,,GTMH 104,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,503F,1,31479,6,SPECIAL PROBLEMS,TBA,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,551C,1,31480,3,RESEARCH & THESIS,,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,551F,1,31481,6,RESEARCH & THESIS,TBA,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,585,1,31482,0,COMPREHENSIVE EXAMINATION,TBA,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,589A,1,31483,1,SPECIAL TOPICS,TBA,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,589A,2,31484,1,SPECIAL TOPICS,TBA,,,,HAMRICK J,,,Face to face,,3/13/2024,5/24/2024
LBAR,589B,1,31485,2,SPECIAL TOPICS,TBA,,,,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
LBAR,589C,1,31486,3,SPECIAL TOPICS,TBA,,,GTMH 104,MHIRE J,,,Face to face,,3/13/2024,5/24/2024
MATH,100B,1,31492,2,COLLEGE ALGEBRA LAB,TR,0200PM,0315PM,BOGH 318,YEPSON A,,,Face to face,,3/13/2024,5/24/2024
MATH,100B,2,31493,2,COLLEGE ALGEBRA LAB,TR,1230PM,0145PM,BOGH 305,PATTERSON C,,,Face to face,,3/13/2024,5/24/2024
MATH,100C,1,31513,3,COLLEGE ALGEBRA,MWF,0200PM,0315PM,BOGH 318,YEPSON A,,,Face to face,,3/13/2024,5/24/2024
MATH,100C,2,31514,3,COLLEGE ALGEBRA,MWF,1230PM,0145PM,BOGH 305,PATTERSON C,,,Face to face,,3/13/2024,5/24/2024
MATH,101,1,31534,3,COLLEGE ALGEBRA,MWF,1230PM,0145PM,BOGH 304,STAFF T,,,Face to face,,3/13/2024,5/24/2024
MATH,101,2,31535,3,COLLEGE ALGEBRA,MWF,1100AM,1215PM,BOGH 305,STAFF T,,,Face to face,,3/13/2024,5/24/2024
MATH,102,1,31555,3,APPL'D ALGEBRA FOR COLLEGE STDNT,MWF,0800AM,0915AM,BOGH 304,WILLIAMS R,XLS MATH103-001,,Face to face,,3/13/2024,5/24/2024
MATH,102,2,31556,3,APPL'D ALGEBRA FOR COLLEGE STDNT,MWF,0930AM,1045AM,BOGH 304,WILLIAMS R,XLS MATH103-002,,Face to face,,3/13/2024,5/24/2024
MATH,103B,1,31557,2,APPLIED ALGEBRA FOR COLLEGE STUD,TR,0800AM,0915AM,BOGH 304,WILLIAMS R,XLS MATH102-001,,Face to face,,3/13/2024,5/24/2024
MATH,103B,2,31558,2,APPLIED ALGEBRA FOR COLLEGE STUD,TR,0930AM,1045AM,BOGH 304,WILLIAMS R,XLS MATH102-002,,Face to face,,3/13/2024,5/24/2024
MATH,103B,3,32332,2,APPLIED ALGEBRA FOR COLLEGE STUD,TR,0800AM,0915AM,BOGH 129,DONALD A,,,Face to face,,3/13/2024,5/24/2024
MATH,103B,4,32334,2,APPLIED ALGEBRA FOR COLLEGE STUD,TR,0800AM,0915AM,BOGH 318,YEPSON A,,,Face to face,,3/13/2024,5/24/2024
MATH,103C,1,31559,3,APPLIED ALGEBRA FOR COLLEGE STUD,MWF,0800AM,0915AM,BOGH 304,WILLIAMS R,XLS MATH102-001,,Face to face,,3/13/2024,5/24/2024
MATH,103C,2,31560,3,APPLIED ALGEBRA FOR COLLEGE STUD,MWF,0930AM,1045AM,BOGH 304,WILLIAMS R,XLS MATH102-002,,Face to face,,3/13/2024,5/24/2024
MATH,103C,3,32333,3,APPLIED ALGEBRA FOR COLLEGE STUD,MWF,0800AM,0915AM,BOGH 129,DONALD A,,,Face to face,,3/13/2024,5/24/2024
MATH,103C,4,32335,3,APPLIED ALGEBRA FOR COLLEGE STUD,MWF,0800AM,0915AM,BOGH 318,YEPSON A,,,Face to face,,3/13/2024,5/24/2024
MATH,112,1,31562,3,TRIGONOMETRY,MWF,0930AM,1045AM,BOGH 305,BIGGS J,,,Face to face,,3/13/2024,5/24/2024
MATH,112,2,31563,3,TRIGONOMETRY,MWF,1230PM,0145PM,IESB 210,POTTER S,,,Face to face,,3/13/2024,5/24/2024
MATH,112,3,31564,3,TRIGONOMETRY,TR,1000AM,1150AM,BOGH 326,GROS A,,,Face to face,,3/13/2024,5/24/2024
MATH,112,4,31565,3,TRIGONOMETRY,MWF,1100AM,1215PM,BOGH 326,BOYT J,,,Face to face,,3/13/2024,5/24/2024
MATH,112,5,31566,3,TRIGONOMETRY,TR,0200PM,0350PM,IESB 210,CORTEZ J,,,Face to face,,3/13/2024,5/24/2024
MATH,125,1,31609,3,ALGEBRA FOR MGMT & SOC SCI,MWF,1100AM,1215PM,BOGH 318,PATTERSON C,,,Face to face,,3/13/2024,5/24/2024
MATH,125,2,31610,3,ALGEBRA FOR MGMT & SOC SCI,MWF,0800AM,0915AM,BOGH 326,BLACK S,,,Face to face,,3/13/2024,5/24/2024
MATH,125,3,31611,3,ALGEBRA FOR MGMT & SOC SCI,MWF,1230PM,0145PM,BOGH 129,YEPSON A,,,Face to face,,3/13/2024,5/24/2024
MATH,125,4,31612,3,ALGEBRA FOR MGMT & SOC SCI,TR,0200PM,0350PM,BOGH 304,BIGGS J,,,Face to face,,3/13/2024,5/24/2024
MATH,125,5,31613,3,ALGEBRA FOR MGMT & SOC SCI,MWF,0200PM,0315PM,BOGH 305,GROS A,,,Face to face,,3/13/2024,5/24/2024
MATH,130,1,31615,3,CONTEMPORARY MATHEMATICS,TR,1000AM,1150AM,BOGH 305,BLACK S,,,Face to face,,3/13/2024,5/24/2024
MATH,130,2,31616,3,CONTEMPORARY MATHEMATICS,MWF,1230PM,0145PM,BOGH 326,GROS A,,,Face to face,,3/13/2024,5/24/2024
MATH,203,1,31617,3,INTRODUCTION TO NUMBER STRUCTURE,MWF,1100AM,1215PM,BOGH 316,BLACK S,,,Face to face,,3/13/2024,5/24/2024
MATH,204,1,31618,3,CONCEPTUAL GEOMETRY & QUANT ANAL,MWF,1230PM,0145PM,BOGH 316,BLACK S,,,Face to face,,3/13/2024,5/24/2024
MATH,220,1,31619,3,APPLIED CALCULUS,MWF,0800AM,0915AM,BOGH 305,CROW S,,,Face to face,,3/13/2024,5/24/2024
MATH,222,1,31620,3,CALCULUS FOR BUS ADMIN & ECON,MWF,0930AM,1045AM,IESB 226,CROW S,,,Face to face,,3/13/2024,5/24/2024
MATH,224,1,32337,4,APP CALC FOR INSTRUM&CONTR TECH,MTWRF,1230PM,0145PM,BOGH 318,CROW S,,,Face to face,,3/13/2024,5/24/2024
MATH,240,1,31621,3,PRECALCULUS,MWF,1100AM,1215PM,IESB 226,SMITH C,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,240,2,31622,3,PRECALCULUS,MWF,0800AM,0915AM,IESB 222,SMITH C,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,240,3,31623,3,PRECALCULUS,MWF,1230PM,0145PM,IESB 105,MCCAA S,CSC,,Face to face,,3/13/2024,5/24/2024
MATH,240,4,31624,3,PRECALCULUS,MWF,0930AM,1045AM,IESB 220,GROS A,"CHM,MTH,PHY",,Face to face,,3/13/2024,5/24/2024
MATH,241,1,31628,3,CALCULUS I,MWF,1100AM,1215PM,IESB 228,CLIFTON A,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,241,2,31629,3,CALCULUS I,MWF,0930AM,1045AM,IESB 105,STAFF T,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,241,3,31630,3,CALCULUS I,MWF,0200PM,0315PM,IESB 228,CORTEZ J,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,241,4,31631,3,CALCULUS I,MWF,0930AM,1045AM,IESB 222,CORTEZ J,"CHM,CSC,MTH,PHY",,Face to face,,3/13/2024,5/24/2024
MATH,241,5,31632,3,CALCULUS I,MWF,1230PM,0145PM,IESB 220,DONALD A,CSC MAJORS ONLY,,Face to face,,3/13/2024,5/24/2024
MATH,242,1,31636,3,CALCULUS II,MWF,0800AM,0915AM,IESB 228,BOYET C,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,242,2,31637,3,CALCULUS II,MWF,0930AM,1045AM,IESB 228,BARRON B,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,242,3,31638,3,CALCULUS II,MWF,0200PM,0315PM,IESB 220,CLIFTON A,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,242,4,31639,3,CALCULUS II,MWF,1230PM,0145PM,IESB 212,CLIFTON A,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,242,5,31640,3,CALCULUS II,MWF,1230PM,0145PM,IESB 222,BOYET C,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,242,6,31641,3,CALCULUS II,MWF,1100AM,1215PM,IESB 212,BOYET C,ENGINEERING,,Face to face,,3/13/2024,5/24/2024
MATH,243,1,31642,3,CALCULUS III,MWF,0800AM,0915AM,IESB 105,BOSECKER S,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,243,2,31643,3,CALCULUS III,MWF,1230PM,0145PM,IESB 224,MCADAMS S,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,244,1,31645,3,CALCULUS IV,MWF,1100AM,1215PM,IESB 210,BARRON B,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,244,2,31646,3,CALCULUS IV,MWF,0800AM,0915AM,IESB 224,STAFF T,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,244,3,31647,3,CALCULUS IV,TR,1000AM,1150AM,IESB 226,TERRY J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,245,1,31648,3,DIFFERENTIAL EQUATIONS,TR,1000AM,1150AM,IESB 205,WALTERS J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,245,2,31649,3,DIFFERENTIAL EQUATIONS,TR,0800AM,0950AM,IESB 210,BARRON B,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,245,3,31650,3,DIFFERENTIAL EQUATIONS,MWF,1100AM,1215PM,IESB 220,MCADAMS S,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,245,4,31651,3,DIFFERENTIAL EQUATIONS,TR,0800AM,0950AM,IESB 228,LIN C,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
MATH,307,1,31653,3,FUNDAMENTALS OF MATHEMATICS,MWF,0800AM,0915AM,IESB 210,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,308,1,31654,3,INTRODUCTION TO LINEAR ALGEBRA,TR,1000AM,1150AM,BOGH 129,LIN C,,,Face to face,,3/13/2024,5/24/2024
MATH,308,51,31655,3,INTRODUCTION TO LINEAR ALGEBRA,TR,0400PM,0550PM,IESB 210,TERRY J,,,Face to face,,3/13/2024,5/24/2024
MATH,311,1,31656,3,DISCRETE MATHEMATICS I,TR,1000AM,1150AM,IESB 210,DONALD A,,,Face to face,,3/13/2024,5/24/2024
MATH,311,2,31657,3,DISCRETE MATHEMATICS I,TR,0200PM,0350PM,IESB 228,SMITH C,,,Face to face,,3/13/2024,5/24/2024
MATH,313,1,31658,3,INTRODUCTORY NUMERICAL ANALYSIS,TR,1000AM,1150AM,IESB 214,BARRON B,,,Face to face,,3/13/2024,5/24/2024
MATH,313,2,31659,3,INTRODUCTORY NUMERICAL ANALYSIS,TR,0800AM,0950AM,IESB 214,BIGGS J,,,Face to face,,3/13/2024,5/24/2024
MATH,315,1,32413,3,FINANCIAL MATHEMATICS,MWF,0200PM,0315PM,BOGH 314,MCCAA S,,,Face to face,,3/13/2024,5/24/2024
MATH,405,51,31660,3,LINEAR ALGEBRA,TR,0400PM,0550PM,IESB 222,HOU S,XLIST MATH505,,Face to face,,3/13/2024,5/24/2024
MATH,445,51,32414,3,THEORY OF FUNCT OF COMPLEX VAR,MW,0400PM,0550PM,IESB 210,TERRY J,,,Face to face,,3/13/2024,5/24/2024
MATH,490,1,32415,3,CRYPTOGRAPHY & ELLIPTIC CURVES,TR,0200PM,0350PM,NETH 243,GREEN N,XLST MATH 584,,Face to face,,3/13/2024,5/24/2024
MATH,490,3,32417,3,DIFFERENTIAL GEOMETRY,MWF,1230PM,0145PM,IESB 226,LIN C,,,Face to face,,3/13/2024,5/24/2024
MATH,490,51,32418,3,REGRESSION ANALYSIS,TR,0400PM,0550PM,IESB 228,LIU X,XLST STAT 506,,Face to face,,3/13/2024,5/24/2024
MATH,497,1,31663,1,SENIOR RESEARCH CAPSTONE III,TR,0830AM,0950AM,BOGH 314,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,505,51,31664,3,LINEAR ALGEBRA,TR,0400PM,0550PM,IESB 222,HOU S,XLST MATH405,,Face to face,,3/13/2024,5/24/2024
MATH,535,1,32421,3,GRAPH THEORY,TR,1200PM,0150PM,BOGH 314,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,551C,1,31665,3,MS THESIS IN MATHEMATICS,TBA,,,BOGH 316,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,551F,1,31666,6,MS THESIS IN MATHEMATICS,TBA,,,BOGH 316,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,555,1,31667,3,PRACTICUM,TBA,,,BOGH 316,MCADAMS S,,,Face to face,,3/13/2024,5/24/2024
MATH,574,1,31668,3,NUMERICAL SOLUTION FOR PDE I,TR,1000AM,1150AM,IESB 228,DAI W,,,Face to face,,3/13/2024,5/24/2024
MATH,584,1,32416,3,CRYPTOGRAPHY & ELLIPTIC CURVES,TR,0200PM,0350PM,NETH 243,GREEN N,XLS MATH490 001,,Face to face,,3/13/2024,5/24/2024
MATH,590C,1,32623,3,DIFFERENTIAL GEOMETRY,MWF,1230PM,0145PM,IESB 226,LIN C,XLS MATH490-003,,Face to face,,3/13/2024,5/24/2024
MEEN,321,1,31674,2,MANUFACTURING PROCESSES,TR,0200PM,0350PM,IESB 124,HALL D,,,Face to face,,3/13/2024,5/24/2024
MEEN,350,1,31675,1,COMPUTER-AIDED MODELING,M,0230PM,0530PM,IESB 214,TIMS H,,,Face to face,,3/13/2024,5/24/2024
MEEN,353,1,31676,3,HEAT TRANSFER,MWF,0930AM,1045AM,DAVH 109,CICCIARELLI B,XLS CMEN313,,Face to face,,3/13/2024,5/24/2024
MEEN,361,1,31677,3,ADVANCED MECHANICS OF MATERIALS,MWF,0800AM,0915AM,IESB 212,JAGANATHAN A,,,Face to face,,3/13/2024,5/24/2024
MEEN,363,1,31678,3,DYNAMICS OF MACHINE ELEMENTS,MWF,0200PM,0315PM,BOGH 328,REEVES T,,,Face to face,,3/13/2024,5/24/2024
MEEN,371,1,31679,3,DYNAMIC SYSTEMS,TR,0800AM,0950AM,IESB 212,REEVES T,,,Face to face,,3/13/2024,5/24/2024
MEEN,426,1,31680,1,GEOMETR DIMENSIONING&TOLERANCING,F,0400PM,0515PM,IESB 124,SWANBOM M,,,Face to face,,3/13/2024,5/24/2024
MEEN,435,1,31681,3,INTERNAL COMBUSTION ENGINES,MWF,1100AM,1215PM,IFMM 101,WEISS L,,World Wide Web course,Face to face,,3/13/2024,5/24/2024
MEEN,450A,1,31682,1,SPECIAL PROBLEMS,TBA,,,,CRITTENDEN K,,,Face to face,,3/13/2024,5/24/2024
MEEN,450B,1,31683,2,SPECIAL PROBLEMS,TBA,,,,CRITTENDEN K,,,Face to face,,3/13/2024,5/24/2024
MEEN,450C,1,31684,3,SPECIAL PROBLEMS,TBA,,,,CRITTENDEN K,,,Face to face,,3/13/2024,5/24/2024
MEEN,451,1,31685,3,THERMAL DESIGN,MW,0930AM,1045AM,IFMM 101,RAHMAN M,,,Face to face,,3/13/2024,5/24/2024
MEEN,462,1,31686,3,MACHINE ELEMENT DESIGN,MWF,0800AM,0915AM,BOGH 328,CRITTENDEN K,,,Face to face,,3/13/2024,5/24/2024
MEEN,482,1,31687,1,CAPSTONE DESIGN PROJECT III,T,0200PM,0500PM,IESB 212,CARDENAS H,,,Face to face,,3/13/2024,5/24/2024
MEEN,550A,1,31689,1,SPECIAL PROBLEMS,TBA,,,,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEEN,550C,1,31690,3,SPECIAL PROBLEMS,TBA,,,,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEEN,551C,1,31691,3,MSE THESIS IN MECHANICAL ENGR,,,,,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEEN,551F,1,31692,6,MSE THESIS IN MECHANICAL ENGR,,,,,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEEN,555,1,31693,3,PRACTICUM,TBA,,,,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEEN,557,1,32436,3,ADV INTERNAL COMBUSTION ENGINES,MWF,1100AM,1215PM,IFMM 101,WEISS L,,,Face to face,,3/13/2024,5/24/2024
MEMT,202,1,32585,3,ENGINEERING MATERIALS,MW,1000AM,1150AM,BOGH 129,ARUMUGAM P,,,Face to face,,3/13/2024,5/24/2024
MEMT,202,2,32586,3,ENGINEERING MATERIALS,MW,1200PM,0150PM,BOGH 130,STAFF T,,,Face to face,,3/13/2024,5/24/2024
MEMT,203,1,31694,3,DYNAMICS,MWF,0800AM,0915AM,CTLH 153,REEVES T,,,Face to face,,3/13/2024,5/24/2024
MEMT,212,1,31695,3,INTER STATICS & MECH OF MATERIAL,TR,1000AM,1150AM,IESB 212,CORLEY M,,,Face to face,,3/13/2024,5/24/2024
MEMT,313,1,31696,3,ELEMENTARY FLUID MECHANICS,TR,1000AM,1115AM,BOGH 325,CHEN Y,,,Face to face,,3/13/2024,5/24/2024
MGMT,310,1,31699,3,MANAGEMENT OF ORGANIZATIONS,MWF,1100AM,1215PM,COBB 101,MA R,,,Face to face,,3/13/2024,5/24/2024
MGMT,333,1,31702,3,OPERATIONS MANAGEMENT,MWF,1100AM,1215PM,COBB 121,WATSON K,,,Face to face,,3/13/2024,5/24/2024
MGMT,333,2,31703,3,OPERATIONS MANAGEMENT,TR,1000AM,1150AM,COBB 219,ROBERTS M,,,Face to face,,3/13/2024,5/24/2024
MGMT,401,1,31707,3,INTERNSHIP IN MANAGEMENT I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
